Account,Assists,Deaths,Heals,Hours_Played,Kill_Death_Ratio,Kills,Kills_Per_Minute,Matches_Won,Resupplies,Revives,Score_Per_Min,Total_Damage_Done,Win_Ratio
neo260678,59659,67200,934939,3907,3.28,220099,0.94,7760,158665,33073,398.86,29137694,0.64
Billiks,2482,2704,39494,151,3.31,8943,0.98,225,3862,1825,398.84,1134959,0.55
DillPickl301,3431,7060,23919,268,2.59,18272,1.13,441,3041,1237,398.84,2139055,0.54
Joker93AMG,3336,9690,48859,214,1.35,13083,1.02,391,6165,1873,398.82,1686254,0.48
splint3r1503,4315,8684,14859,317,2.21,19158,1,471,5860,1233,398.8,2385718,0.54
SaiYaJiN_NesK,2417,5861,12291,157,2.5,14668,1.55,402,902,1544,398.73,1684156,0.56
SlothGirly,1251,2903,1869,136,2.95,8566,1.05,243,935,269,398.71,984081,0.63
FighterPilotTheo,1869,5252,9749,196,2.57,13491,1.14,243,1212,1165,398.7,1530141,0.55
TheGreatCalvini,2423,5800,35945,178,1.57,9112,0.85,360,4539,2002,398.7,1082521,0.6
ZojoZan,6870,12697,47251,851,3.94,50033,0.98,1335,7901,1556,398.68,5797707,0.58
JackArmstrongg,2339,5093,19954,134,2.34,11943,1.48,273,2737,938,398.66,1404264,0.51
FART208,13521,29958,219942,885,2.47,73939,1.39,2108,35803,12362,398.63,8708361,0.69
AFBim,36813,83381,148348,1829,2.21,184295,1.68,5068,24659,19939,398.63,20905254,0.59
IMAC121,34937,46406,132059,3563,5.01,232279,1.09,5317,18011,5841,398.62,28301416,0.6
El-cuco1,22737,78909,135485,1863,1.57,123958,1.11,4544,21300,18822,398.62,14305011,0.66
zegi96,1786,3444,3544,118,2.58,8870,1.25,245,1066,191,398.61,1108716,0.53
ReaperSoul86,1731,2814,2863,101,3.38,9506,1.56,252,466,369,398.6,1098091,0.65
Dr x Beardy,1174,2943,12950,101,1.67,4926,0.81,216,1678,1212,398.58,588635,0.58
Dlangoustine333,2974,9864,63491,338,1.29,12704,0.63,595,8428,3435,398.57,1462019,0.57
Leesabeila,6627,10382,29446,448,2.28,23689,0.88,659,4536,6154,398.55,2901110,0.55
XZDY-QIUFENGBABA,5620,16631,37664,412,2.05,34106,1.38,449,9559,2782,398.55,4177182,0.57
CaptainNakou,5556,10688,165687,443,1.89,20162,0.76,732,12891,8000,398.54,2577823,0.55
SOLIDBOATS86,12694,28823,86904,1105,2.43,70126,1.06,2077,14431,6030,398.53,8221320,0.64
locobrother0000,17280,36196,244163,1350,1.71,61768,0.76,2454,40259,13973,398.52,7771319,0.57
OmniCha0s,22587,28650,203244,1104,3.86,110710,1.67,3121,27588,14538,398.51,12766735,0.72
DomCorleoneVI,3059,8622,21761,296,1.88,16234,0.91,426,4466,1501,398.51,2023768,0.57
matt404RF,3506,9826,49072,284,1.41,13813,0.81,401,10014,3081,398.5,1716042,0.51
Iron_Spider-man9,3932,16806,45851,362,1.03,17236,0.79,574,17085,3573,398.5,2106086,0.48
Azurestrike91,2624,4972,18501,175,1.85,9207,0.87,413,6156,1640,398.49,1142218,0.71
woopiedooe,4564,10241,65731,401,2.19,22452,0.93,614,8674,2450,398.48,2743637,0.49
MELO_MATATA,13288,29929,81497,911,1.86,55705,1.02,2077,17696,12966,398.47,6764747,0.73
yosseee_01,2899,7171,141921,257,1.31,9370,0.61,486,9505,6036,398.47,1243917,0.52
Chernobyl906,25263,55936,205814,1605,1.92,107127,1.11,2616,37377,11247,398.42,13130797,0.53
Sgtsocke,2395,7380,32435,172,1.3,9602,0.93,312,14348,2538,398.41,1147159,0.55
SPARTACUS111020,4080,7761,7650,419,3.19,24758,0.98,723,2918,1053,398.4,2799015,0.56
SPARTACUS111020,4080,7761,7650,419,3.19,24758,0.98,723,2918,1053,398.4,2799015,0.56
jlac345,12232,30397,12522,901,1.64,49945,0.92,2467,16683,3244,398.4,6211073,0.6
MarieMariaaa,18511,38568,424087,1625,1.79,68964,0.71,3660,66007,20848,398.39,8969715,0.64
MarieMariaaa,18511,38568,424087,1625,1.79,68964,0.71,3660,66007,20848,398.39,8969715,0.64
gambadirty,1371,3593,16714,85,1.46,5252,1.02,139,1992,1001,398.38,658251,0.53
VivaLaVida816,4152,7897,27374,323,2.75,21682,1.12,326,6712,1884,398.37,2684486,0.49
dog-wan-kawaii,5058,13963,87270,586,1.76,24588,0.7,859,10593,2314,398.36,3049556,0.56
Breach_hand1,2951,6647,27523,171,1.75,11662,1.13,230,5899,2310,398.36,1497545,0.54
Chernobyl906,25209,55881,205814,1601,1.91,106725,1.11,2609,37139,11247,398.35,13083897,0.53
ko1025D3,4705,14620,23954,379,1.74,25419,1.12,677,4578,1738,398.35,3026736,0.66
random36ru,3750,9850,51559,258,1.52,14943,0.96,409,7526,2481,398.34,1894301,0.5
random36ru,3750,9850,51559,258,1.52,14943,0.96,409,7526,2481,398.34,1894301,0.5
helandamuzhu,4686,6821,44665,399,2.9,19759,0.82,560,7405,2491,398.33,2583401,0.56
SDuB54,7614,17969,44232,620,1.59,28555,0.77,1244,53807,4439,398.31,3560363,0.62
SDuB54,7614,17969,44232,620,1.59,28555,0.77,1244,53807,4439,398.31,3560363,0.62
Lestath81HUN,33869,99622,537725,2748,1.13,112958,0.69,7252,120276,35184,398.28,14517661,0.56
Bwortang,897,2860,4998,88,1.18,3370,0.63,122,752,853,398.25,415861,0.45
Bwortang,897,2860,4998,88,1.18,3370,0.63,122,752,853,398.25,415861,0.45
Lestath81HUN,33840,99507,536507,2745,1.13,112816,0.68,7237,120142,35132,398.25,14500831,0.56
A1Bazza,3952,12151,44528,320,1.46,17716,0.92,549,5824,2231,398.22,2135644,0.56
A1Bazza,3952,12151,44528,320,1.46,17716,0.92,549,5824,2231,398.22,2135644,0.56
F3PACR,30170,52135,296740,1895,3.24,169062,1.49,5879,56959,31191,398.21,18625376,0.72
F3PACR,30170,52135,296740,1895,3.24,169062,1.49,5879,56959,31191,398.21,18625376,0.72
jlac345,12206,30337,12522,900,1.64,49793,0.92,2463,16659,3234,398.21,6192235,0.6
MOTORTOBIN,31331,74157,90044,3178,2.7,200443,1.05,4757,38638,11942,398.2,24187890,0.57
ysq0126,783,2776,6865,77,1.82,5049,1.09,131,1927,280,398.2,579294,0.55
Apolin4rio,42378,62105,404464,3082,2.66,165178,0.89,5425,103741,35199,398.19,20262074,0.62
helandamuzhu,4664,6787,44526,397,2.89,19616,0.82,558,7372,2482,398.18,2567424,0.56
LandN74,14484,34710,64654,831,2.47,85718,1.72,2305,6743,5324,398.16,9635376,0.65
MOTORTOBIN,31311,74126,90044,3177,2.7,200304,1.05,4755,38637,11941,398.14,24172329,0.57
Schmied867,10293,27458,120425,761,1.51,41397,0.91,1422,14958,10253,398.13,5098107,0.55
ilovesomebucko,1670,4490,27167,99,1.41,6333,1.06,153,3489,1000,398.12,787563,0.49
andi1984ro,3727,12888,27379,329,1.6,20576,1.04,603,5133,2371,398.11,2491371,0.59
andi1984ro,3727,12888,27379,329,1.6,20576,1.04,603,5133,2371,398.11,2491371,0.59
Petrouchka_so,9578,29364,1126152,1309,0.97,28365,0.36,2624,83646,46829,398.11,3426341,0.63
Old_BLood_267,9259,14360,55062,970,3.66,52617,0.9,1458,12249,4832,398.1,6752522,0.64
LiBOM_Kafuu,6814,17274,121320,527,1.69,29147,0.92,961,23671,6269,398.1,3559812,0.6
LandN74,14505,34810,64827,833,2.47,85905,1.72,2306,6751,5326,398.09,9656167,0.65
flaviojazz,11337,37313,46745,969,1.21,45165,0.78,1704,12483,8135,398.09,5780857,0.57
Doyle3815,3736,9755,78278,270,1.72,16803,1.03,459,8982,2950,398.08,2066604,0.49
Doyle3815,3736,9755,78278,270,1.72,16803,1.03,459,8982,2950,398.08,2066604,0.49
Schmied867,10272,27377,119775,759,1.51,41254,0.91,1419,14915,10207,398.08,5081748,0.55
FroZzelyy24,2330,7602,17117,246,2.5,18999,1.28,441,1635,1892,398.07,2097064,0.6
LiBOM_Kafuu,6826,17292,121383,528,1.69,29181,0.92,962,23687,6280,398.07,3563560,0.6
Kimura0712,2309,4704,94466,152,1.89,8901,0.97,208,9242,2125,398.06,1156850,0.56
FaSe Kyle,2252,7564,32572,188,1.64,12426,1.1,367,1019,2638,398.05,1416721,0.62
FaSe Kyle,2252,7564,32572,188,1.64,12426,1.1,367,1019,2638,398.05,1416721,0.62
Mt_Autumn_,15029,23574,54987,1154,3.1,73095,1.06,1846,26233,3337,398.04,9179288,0.56
Mt_Autumn_,15029,23574,54987,1154,3.1,73095,1.06,1846,26233,3337,398.04,9179288,0.56
Apolin4rio,42261,61961,404395,3076,2.66,164734,0.89,5410,103258,35177,398.03,20207030,0.62
Petrouchka_so,9540,29272,1124478,1305,0.96,28194,0.36,2615,83466,46736,398.03,3408278,0.63
pizzamasarap,1639,5499,8554,149,1.26,6930,0.77,319,6729,1185,398,849059,0.62
Yz-BAV4RIA-yZ,6382,24138,14061,411,1.03,24849,1.01,1093,2850,2838,397.99,3050860,0.55
acrm3305,6528,10357,61596,439,2.48,25648,0.97,908,19802,3545,397.97,3434144,0.7
BiloxiBulldog,8524,13901,4521,791,3.2,44439,0.94,1347,4113,1111,397.96,5497699,0.54
DillPickl301,3380,6995,23113,266,2.58,18076,1.13,434,3005,1209,397.95,2114806,0.53
BlueFalconie765,2643,8336,8256,217,1.53,12733,0.97,374,1497,1000,397.95,1514398,0.57
BlueFalconie765,2643,8336,8256,217,1.53,12733,0.97,374,1497,1000,397.95,1514398,0.57
flaviojazz,11307,37251,46321,966,1.21,44944,0.78,1697,12455,8120,397.95,5756468,0.57
kane2222,11147,32868,88052,808,1.49,49087,1.01,1740,12600,8443,397.94,5845650,0.59
kane2222,11147,32868,88052,808,1.49,49087,1.01,1740,12600,8443,397.94,5845650,0.59
xXPurpleGeckoXx,19335,48285,174323,1753,1.94,93792,0.89,3762,35774,21281,397.93,11163601,0.59
KyMai_67,1155,2830,42258,79,2.15,6074,1.27,186,3868,1246,397.91,704771,0.61
KyMai_67,1155,2830,42258,79,2.15,6074,1.27,186,3868,1246,397.91,704771,0.61
Behemotherion,5969,12404,20679,781,3.89,48194,1.03,1372,3396,1681,397.9,5353464,0.5
gobelp,1976,6395,24181,160,1.45,9284,0.96,246,4225,1488,397.9,1113461,0.54
gobelp,1976,6395,24181,160,1.45,9284,0.96,246,4225,1488,397.9,1113461,0.54
grubyyogi,1543,4702,19939,101,1.18,5550,0.91,137,3617,1350,397.9,715980,0.45
grubyyogi,1543,4702,19939,101,1.18,5550,0.91,137,3617,1350,397.9,715980,0.45
Behemotherion,5971,12405,20679,781,3.89,48219,1.03,1373,3396,1681,397.87,5355989,0.5
Zizania_Sumomo57,2697,8488,10416,226,1.26,10699,0.79,379,1813,1878,397.87,1328943,0.55
Zizania_Sumomo57,2697,8488,10416,226,1.26,10699,0.79,379,1813,1878,397.87,1328943,0.55
woopiedooe,4532,10177,65358,399,2.19,22241,0.93,611,8627,2425,397.85,2718014,0.49
LarZa98,1476,4210,5565,106,1.62,6840,1.07,173,897,447,397.85,878538,0.52
LarZa98,1476,4210,5565,106,1.62,6840,1.07,173,897,447,397.85,878538,0.52
DerpyFish05,3238,10341,9250,252,1.6,16509,1.09,485,4005,1208,397.85,1909483,0.63
SPARKY1962X,16315,37325,130901,1398,1.46,54426,0.65,2437,93418,13869,397.84,6943212,0.53
CruXSRS,2340,7483,14486,213,1.17,8776,0.69,443,6750,2163,397.84,1096543,0.6
El Antonito,7514,13489,58522,594,2.64,35612,1,1082,23002,2667,397.81,4402680,0.61
kojekude,10004,17893,81901,729,1.9,33944,0.78,1453,15990,5760,397.81,4450660,0.6
xXPurpleGeckoXx,19305,48223,173719,1751,1.94,93645,0.89,3761,35731,21224,397.8,11146504,0.59
CrazyMrPan,1250,2336,15858,76,2.12,4941,1.07,150,4073,979,397.79,609620,0.6
CrazyMrPan,1250,2336,15858,76,2.12,4941,1.07,150,4073,979,397.79,609620,0.6
MrJackyReed,1753,5774,20445,152,1.46,8423,0.92,266,3444,1402,397.79,994949,0.52
MrJackyReed,1753,5774,20445,152,1.46,8423,0.92,266,3444,1402,397.79,994949,0.52
wild947story,11517,40998,1015806,1475,1.24,50802,0.57,2296,93430,50775,397.78,5916780,0.5
wild947story,11517,40998,1015806,1475,1.24,50802,0.57,2296,93430,50775,397.78,5916780,0.5
Old_BLood_267,9233,14316,54654,968,3.66,52421,0.9,1453,12199,4810,397.77,6731219,0.64
HoNehe7,11744,21651,28452,1166,2.86,61920,0.88,2154,8271,2963,397.77,7247073,0.6
HoNehe7,11744,21651,28452,1166,2.86,61920,0.88,2154,8271,2963,397.77,7247073,0.6
GramDad-BFreeman,8673,22190,4683,786,1.89,42005,0.89,1361,3298,3507,397.76,5081768,0.56
GramDad-BFreeman,8673,22190,4683,786,1.89,42005,0.89,1361,3298,3507,397.76,5081768,0.56
KELE_asd,26801,39826,287982,1476,2.3,91783,1.04,2364,64402,16827,397.74,11974900,0.67
KELE_asd,26801,39826,287982,1476,2.3,91783,1.04,2364,64402,16827,397.74,11974900,0.67
XxBPxPEANUTxX,5420,11570,18816,479,1.86,21578,0.75,1037,18038,3740,397.73,2497837,0.67
XxBPxPEANUTxX,5420,11570,18816,479,1.86,21578,0.75,1037,18038,3740,397.73,2497837,0.67
WingnuttGaming,13018,28922,60939,1159,1.63,47287,0.68,2129,13308,10609,397.72,5681782,0.61
WingnuttGaming,13018,28922,60939,1159,1.63,47287,0.68,2129,13308,10609,397.72,5681782,0.61
El Antonito,7491,13439,58044,593,2.64,35496,1,1078,22909,2642,397.71,4388752,0.61
LABULLE31,6496,11935,35470,448,1.92,22897,0.85,913,4023,8051,397.7,2807955,0.55
spartan 1177206,2526,6017,22250,242,2.31,13897,0.96,421,3525,1398,397.67,1645669,0.56
spartan 1177206,2526,6017,22250,242,2.31,13897,0.96,421,3525,1398,397.67,1645669,0.56
NePasSubir59,13202,38412,405799,1231,1.55,59671,0.81,1793,19164,27912,397.66,7517219,0.49
kojekude,9958,17862,81835,727,1.89,33820,0.78,1446,15917,5750,397.65,4434596,0.6
oldboy_1975,3838,16250,20565,401,1.31,21271,0.88,724,5557,1527,397.65,2430265,0.61
HK416Frontline,8780,14710,34454,579,2.77,40759,1.17,789,16020,3519,397.63,5091319,0.56
HK416Frontline,8780,14710,34454,579,2.77,40759,1.17,789,16020,3519,397.63,5091319,0.56
Isshinryu68,6988,19969,118047,839,1.92,38366,0.76,1500,33305,5928,397.63,4544276,0.63
Instructor_Six,4292,6898,34794,311,2.51,17330,0.93,535,4439,3561,397.62,2157345,0.52
Im_Parallex,1762,2552,17803,138,3.18,8111,0.97,208,2936,1313,397.61,986742,0.53
NePasSubir59,13169,38362,405452,1228,1.55,59545,0.81,1787,19133,27884,397.59,7500325,0.49
Hans-xiaonan,41506,62030,136769,3216,3.74,232235,1.2,6053,43799,12416,397.58,27284263,0.62
Hans-xiaonan,41506,62030,136769,3216,3.74,232235,1.2,6053,43799,12416,397.58,27284263,0.62
Isshinryu68,6984,19959,117899,838,1.92,38321,0.76,1498,33296,5920,397.58,4538539,0.63
gambadirty,1387,3650,16843,86,1.45,5303,1.02,140,1995,1008,397.57,664985,0.52
CruXSRS,2313,7435,14486,211,1.16,8656,0.68,442,6741,2155,397.57,1082578,0.6
kreshy26,11412,17847,22608,848,3.42,61024,1.2,1983,20261,3898,397.56,7213195,0.81
Instructor_Six,4289,6882,34763,311,2.51,17294,0.93,534,4438,3559,397.55,2153295,0.52
Wings_of_libert,1215,4207,10530,117,1.36,5711,0.81,182,2584,1189,397.54,680545,0.49
Wings_of_libert,1215,4207,10530,117,1.36,5711,0.81,182,2584,1189,397.54,680545,0.49
GustavoLopesDOA,16400,51630,57399,2103,2.48,128273,1.02,3660,5693,7778,397.47,14564655,0.54
Emrevin,11589,23817,50350,752,1.87,44640,0.99,1262,7948,3941,397.47,5397927,0.61
TerrysCrew,1067,3367,15148,91,1.81,6084,1.1,151,1670,999,397.47,716141,0.42
freddemag,10051,28907,126062,839,1.52,43827,0.87,1550,38193,10652,397.47,5464893,0.6
SPAZZGOTTI2713,4498,13270,30592,378,1.28,16987,0.75,614,8481,2414,397.47,2062935,0.58
Tottiri,2420,7957,37535,266,1.72,13719,0.86,434,7329,3053,397.46,1590406,0.55
Tottiri,2420,7957,37535,266,1.72,13719,0.86,434,7329,3053,397.46,1590406,0.55
Dark DERKO,9001,30344,41147,1034,1.71,51903,0.84,1879,7324,6809,397.46,5956352,0.61
Dark DERKO,9001,30344,41147,1034,1.71,51903,0.84,1879,7324,6809,397.46,5956352,0.61
Iori_YagamiTKOF,6584,13530,8967,428,3.04,41158,1.6,1427,1802,2297,397.45,4806996,0.63
freddemag,10039,28871,125969,838,1.52,43773,0.87,1550,38146,10633,397.44,5458665,0.6
DOCINTH3BOX,7928,24290,88603,680,1.29,31381,0.77,1495,12828,6667,397.44,3698555,0.69
DOCINTH3BOX,7928,24290,88603,680,1.29,31381,0.77,1495,12828,6667,397.44,3698555,0.69
Leonard Almeida,11710,38955,31627,1349,1.89,73780,0.91,1934,36531,9253,397.41,8757539,0.51
Leonard Almeida,11710,38955,31627,1349,1.89,73780,0.91,1934,36531,9253,397.41,8757539,0.51
Baikilller0323,9074,17740,40900,563,2.01,35618,1.05,962,14964,2416,397.4,4659152,0.53
emile51000,3250,8401,88736,243,1.69,14225,0.97,584,6903,4245,397.39,1693406,0.58
NameScott,2714,13286,29163,335,0.89,11879,0.59,581,8013,3557,397.39,1498163,0.59
YOKOTA2528,10386,36354,156640,1097,1.56,56696,0.86,1675,53839,8969,397.38,7090962,0.49
bkS_SpaS,9434,18963,62890,694,2.16,40943,0.98,1491,15331,3741,397.37,5250427,0.56
bkS_SpaS,9434,18963,62890,694,2.16,40943,0.98,1491,15331,3741,397.37,5250427,0.56
NameScott,2711,13251,29163,335,0.89,11854,0.59,578,7937,3555,397.37,1494864,0.59
themadbat2,48903,85217,1096727,3433,2.55,217390,1.06,8414,71521,63549,397.36,26406534,0.72
DR_HANNIBAL_-drh,4031,12672,10289,478,2.32,29387,1.02,776,1387,1270,397.35,3379075,0.57
YOKOTA2528,10372,36319,156436,1096,1.56,56610,0.86,1670,53722,8964,397.34,7080819,0.49
kreshy26,11380,17796,22608,845,3.42,60799,1.2,1980,20158,3887,397.33,7186729,0.81
themadbat2,48921,85261,1097009,3434,2.55,217490,1.06,8417,71538,63568,397.33,26418675,0.72
Don_Xofly,11567,25280,122462,901,2.12,53477,0.99,1693,12353,7814,397.33,6450861,0.58
Don_Xofly,11567,25280,122462,901,2.12,53477,0.99,1693,12353,7814,397.33,6450861,0.58
eliasgamer8767,5972,17967,54512,471,1.49,26751,0.95,940,9348,5014,397.32,3248646,0.55
KapitanSnuja,7153,9233,12707,604,3,27688,0.76,1080,35149,2351,397.31,3316709,0.66
KapitanSnuja,7153,9233,12707,604,3,27688,0.76,1080,35149,2351,397.31,3316709,0.66
emile51000,3246,8391,88713,243,1.69,14201,0.97,582,6893,4238,397.31,1690837,0.58
ojisan-400,13134,27021,54099,1126,2.19,59242,0.88,1664,21402,4664,397.3,7492065,0.49
poopmoose173,9879,28647,143071,938,1.66,47419,0.84,1389,23690,7663,397.3,5840204,0.54
Hinazouma,2919,6999,61073,243,1.45,10137,0.69,440,6589,3234,397.29,1380464,0.49
poopmoose173,9867,28613,142315,937,1.66,47384,0.84,1386,23610,7645,397.28,5835731,0.54
Xz_HaZeL_xZ,13120,44937,27532,1063,1.41,63178,0.99,2599,8369,9943,397.28,7589465,0.52
IQ_VenomZ_V2,1341,3911,16451,86,1.96,7650,1.48,222,1438,1451,397.25,874171,0.61
Zawa-Zawa_q-_-p,7556,16822,63128,593,1.7,28615,0.8,1005,24355,4421,397.23,3697895,0.55
Neko-Cat_1560,7307,17762,97284,523,1.36,24087,0.77,924,14876,7095,397.23,3114362,0.56
Neko-Cat_1560,7307,17762,97284,523,1.36,24087,0.77,924,14876,7095,397.23,3114362,0.56
Donut_pocketPR,4029,12155,23080,364,1.34,16236,0.74,635,5629,4467,397.22,1952973,0.51
Donut_pocketPR,4029,12155,23080,364,1.34,16236,0.74,635,5629,4467,397.22,1952973,0.51
SPAZZGOTTI2713,4476,13210,30352,376,1.28,16896,0.75,611,8383,2389,397.22,2051463,0.58
nohrman,11752,24268,230420,716,2.26,54897,1.28,2283,21456,24358,397.2,6148913,0.75
nohrman,11752,24268,230420,716,2.26,54897,1.28,2283,21456,24358,397.2,6148913,0.75
TDSxinmeng,11742,27045,94457,776,1.82,49204,1.06,1097,13909,10841,397.2,6053780,0.52
xxlllVO0_D0Ollxx,23656,64244,50163,1695,1.98,127305,1.25,5224,6706,10647,397.19,15524276,0.55
xxlllVO0_D0Ollxx,23623,64164,50088,1693,1.98,127076,1.25,5219,6702,10629,397.16,15499296,0.55
TDSxinmeng,11837,27225,94662,781,1.82,49511,1.06,1099,14007,10883,397.16,6092052,0.52
nnshi_ss,2860,5737,19797,168,1.69,9681,0.96,246,3399,1384,397.16,1248988,0.43
Iron_Spider-man9,3878,16691,45568,360,1.02,17004,0.79,573,16884,3550,397.15,2076301,0.48
Find-Azure,6808,7527,104997,464,3.21,24131,0.87,1454,21084,6000,397.14,2998107,0.83
Headbandy386,2126,5793,13041,226,1.63,9439,0.69,429,1501,1215,397.14,1141502,0.54
nnshi_ss,2872,5758,19797,169,1.69,9725,0.96,247,3501,1387,397.13,1254639,0.43
TankboyEndu,12410,27364,124385,1144,2.69,73731,1.07,2401,36605,9188,397.12,8632698,0.63
ReddGhost11,5359,14135,25157,485,1.86,26326,0.9,833,9222,2915,397.12,3137948,0.58
22SAS-Centurion,15401,51283,215624,1147,1.27,65356,0.95,3132,31527,26804,397.12,7957541,0.58
ramonbarzagli-Ra,3091,10412,16778,248,1.19,12367,0.83,499,2795,2852,397.12,1489032,0.67
BRUNO_QUATTI,12418,22413,82397,1279,3.27,73401,0.96,1999,18234,4999,397.11,8303497,0.53
AnnaKingz,12853,28534,10889,989,2.38,67885,1.14,1946,7614,3789,397.11,8296887,0.6
CraveMyBrain,4162,10177,153842,412,2.07,21111,0.85,559,8826,8314,397.1,2349799,0.66
CraveMyBrain,4162,10177,153842,412,2.07,21111,0.85,559,8826,8314,397.1,2349799,0.66
CaptnObvious_18,12535,30412,50612,1029,1.71,51862,0.84,1909,12993,8453,397.1,6060809,0.62
CaptnObvious_18,12535,30412,50612,1029,1.71,51862,0.84,1909,12993,8453,397.1,6060809,0.62
AnnaKingz,12885,28602,10952,991,2.38,68048,1.14,1949,7645,3800,397.09,8316838,0.6
robert_leise,16666,42571,144682,1184,1.84,78516,1.1,2819,18007,17402,397.09,9369883,0.59
TankboyEndu,12388,27346,124385,1142,2.69,73589,1.07,2397,36590,9188,397.07,8616948,0.63
Fido110,9576,17116,56293,799,2.56,43776,0.91,1409,12635,4883,397.06,5477298,0.58
Fido110,9576,17116,56293,799,2.56,43776,0.91,1409,12635,4883,397.06,5477298,0.58
Wingy117,60157,134634,1157440,3354,2.36,317864,1.58,10394,75313,179908,397.06,35170095,0.65
Wingy117,60157,134634,1157440,3354,2.36,317864,1.58,10394,75313,179908,397.06,35170095,0.65
Jakob-3008,1411,3099,25584,135,2.61,8085,1,264,3193,1304,397.04,950692,0.59
Jakob-3008,1411,3099,25584,135,2.61,8085,1,264,3193,1304,397.04,950692,0.59
Stabiler Boy,3534,7614,46941,278,2.15,16363,0.98,544,4095,2292,397.04,2014967,0.58
Stabiler Boy,3534,7614,46941,278,2.15,16363,0.98,544,4095,2292,397.04,2014967,0.58
VINGADOR-POBRE,48948,111893,309614,3955,2.07,231534,0.98,7044,73980,48327,397.04,27785421,0.6
VINGADOR-POBRE,48976,111947,309614,3956,2.07,231683,0.98,7047,73993,48343,397.04,27801917,0.6
robert_leise,16724,42694,144942,1187,1.85,78848,1.11,2831,18036,17434,397.03,9405530,0.59
TheBriffa,1502,2252,33328,119,2.82,6358,0.89,247,7165,1101,397.02,725821,0.69
22SAS-Centurion,15409,51315,215624,1148,1.27,65405,0.95,3134,31616,26819,397.02,7963515,0.58
TheBriffa,1509,2263,33523,120,2.83,6395,0.89,248,7188,1110,397,729929,0.69
BlackCoffee80,12714,27267,215160,1144,1.73,47076,0.69,1477,26365,14554,396.99,5762699,0.44
Neyram,7961,18143,61738,804,1.98,35861,0.74,1573,12021,5212,396.98,4488457,0.61
Neyram,7961,18143,61738,804,1.98,35861,0.74,1573,12021,5212,396.98,4488457,0.61
BlackCoffee80,12717,27275,215160,1145,1.73,47082,0.69,1477,26365,14555,396.97,5763736,0.44
ramonbarzagli-Ra,3083,10377,16747,248,1.19,12324,0.83,499,2789,2840,396.97,1483494,0.67
Baikilller0323,9031,17691,40833,561,2,35411,1.05,957,14911,2407,396.96,4634783,0.53
bujiuge,1615,6388,7008,135,1.29,8238,1.01,230,1915,1128,396.96,995320,0.5
bujiuge,1615,6388,7008,135,1.29,8238,1.01,230,1915,1128,396.96,995320,0.5
Brawijaya33,9819,25563,61406,765,1.8,46075,1,1562,9831,7814,396.95,5603844,0.6
Cakesmite,3507,10522,90350,339,1.69,17736,0.87,526,6964,4862,396.95,2145444,0.58
OoGamE-OveR,1433,3651,21189,95,1.51,5508,0.96,149,2211,980,396.93,687058,0.51
dizzed420,2047,7101,9527,202,1.24,8836,0.73,262,2898,1861,396.92,1089626,0.48
twoeyedwink,1804,5520,15085,127,1.16,6415,0.84,244,1474,3303,396.91,770175,0.58
twoeyedwink,1804,5520,15085,127,1.16,6415,0.84,244,1474,3303,396.91,770175,0.58
famousmonster666,1294,4288,4316,119,1.05,4492,0.63,151,1511,684,396.91,572210,0.48
famousmonster666,1294,4288,4316,119,1.05,4492,0.63,151,1511,684,396.91,572210,0.48
ReciFie-,3617,8798,40234,261,1.72,15169,0.97,609,3158,3431,396.89,1773869,0.65
ReciFie-,3617,8798,40234,261,1.72,15169,0.97,609,3158,3431,396.89,1773869,0.65
